finished,total_step,episode_length,total_speed,avg_speed,total_alpha,avg_alpha,total_reward,avg_reward,total_action,action_change_count,action_forward,action_forward_left,action_forward_right
True,305,14.381,7271.081,23.84,5226.134,17.135,51.057,0.167,306,41,65,92,149
True,303,14.383,7139.368,23.562,5564.424,18.364,42.53,0.14,304,42,50,105,149
False,316,14.838,7356.345,23.28,5210.628,16.489,54.446,0.172,317,51,53,105,159
True,311,14.348,7431.669,23.896,4698.143,15.107,53.009,0.17,312,53,42,121,149
True,310,14.427,7208.959,23.255,4607.009,14.861,61.227,0.198,311,42,55,108,148
True,309,14.356,7448.6,24.106,5125.085,16.586,55.066,0.178,310,35,64,97,149
True,308,14.313,7221.913,23.448,4379.535,14.219,51.51,0.167,309,44,56,103,150
True,323,14.953,7532.2,23.32,5435.066,16.827,57.78,0.179,324,54,53,108,163
True,290,13.605,7272.354,25.077,4707.587,16.233,58.295,0.201,291,44,95,76,120
True,322,14.87,7541.655,23.421,5749.492,17.856,55.985,0.174,323,45,52,113,158
True,311,14.575,7238.373,23.275,4646.525,14.941,49.2,0.158,312,49,57,106,149
True,307,14.301,7428.339,24.197,5211.647,16.976,59.675,0.194,308,41,65,98,145
True,309,14.432,7382.946,23.893,4861.883,15.734,56.291,0.182,310,49,47,108,155
False,317,14.72,7430.222,23.439,4868.688,15.359,55.724,0.176,318,40,45,113,160
False,307,14.305,7224.91,23.534,5275.585,17.184,52.989,0.173,308,47,60,101,147
False,322,14.947,7418.867,23.04,5288.995,16.425,55.587,0.173,323,42,58,108,157
True,325,15.058,7421.865,22.837,5223.237,16.071,49.568,0.153,326,48,38,123,165
True,308,14.318,7210.602,23.411,4362.678,14.165,47.797,0.155,309,51,57,107,145
True,311,14.499,7333.446,23.58,5512.75,17.726,53.082,0.171,312,54,62,104,146
True,306,14.254,7336.24,23.975,4390.225,14.347,48.806,0.159,307,38,82,88,137
True,301,13.984,7303.518,24.264,4483.288,14.895,48.978,0.163,302,42,52,104,146
True,327,15.188,7681.724,23.492,6117.474,18.708,48.513,0.148,328,44,48,116,164
True,296,13.848,7154.881,24.172,4466.669,15.09,50.429,0.17,297,48,64,95,138
True,319,14.861,7512.261,23.549,5118.652,16.046,61.351,0.192,320,47,59,103,158
True,306,14.225,7302.555,23.865,5712.232,18.667,46.213,0.151,307,32,66,94,147
True,314,14.603,7297.377,23.24,4247.292,13.526,58.88,0.188,315,42,61,112,142
True,310,14.401,7287.124,23.507,5723.752,18.464,46.298,0.149,311,53,74,93,144
True,310,14.365,7373.633,23.786,5679.096,18.32,47.639,0.154,311,37,63,103,145
True,319,14.811,7515.663,23.56,5342.647,16.748,53.116,0.167,320,45,62,101,157
False,326,15.183,7503.262,23.016,6267.362,19.225,49.816,0.153,327,47,58,105,164
False,319,14.896,7431.851,23.297,5237.033,16.417,54.817,0.172,320,45,51,107,162
True,318,14.645,7567.022,23.796,5371.751,16.892,55.737,0.175,319,44,56,103,160
False,232,10.803,5321.23,22.936,2967.652,12.792,43.492,0.187,233,33,27,89,117
True,313,14.622,7415.336,23.691,5649.423,18.049,51.857,0.166,314,37,53,106,155
True,294,13.752,7224.304,24.572,4343.241,14.773,53.476,0.182,295,40,58,94,143
True,313,14.551,7522.785,24.034,5556.891,17.754,54.542,0.174,314,46,48,110,156
True,307,14.334,7376.201,24.027,4623.863,15.061,46.175,0.15,308,42,42,109,157
True,308,14.352,7373.014,23.938,5548.312,18.014,49.625,0.161,309,40,57,104,148
True,315,14.692,7428.748,23.583,5463.854,17.346,51.137,0.162,316,44,67,94,155
True,321,14.956,7594.434,23.659,6040.448,18.818,49.202,0.153,322,46,38,121,163
True,316,14.819,7491.934,23.709,6036.72,19.104,46.231,0.146,317,43,49,112,156
True,308,14.262,7368.04,23.922,5524.116,17.935,47.494,0.154,309,38,60,101,148
False,325,15.116,7529.103,23.166,5355.978,16.48,58.885,0.181,326,43,47,108,171
True,321,14.799,7599.925,23.676,6006.48,18.712,48.808,0.152,322,46,48,110,164
True,305,14.236,7219.616,23.671,4565.638,14.969,54.64,0.179,306,45,52,104,150
True,307,14.253,7267.522,23.673,4038.184,13.154,54.777,0.178,308,43,44,113,151
True,306,14.295,7317.795,23.914,4663.662,15.241,48.801,0.159,307,36,79,91,137
True,299,13.907,7294.401,24.396,5133.098,17.168,48.371,0.162,300,49,92,84,124
True,317,14.712,7413.101,23.385,4700.25,14.827,50.288,0.159,318,46,62,106,150
False,320,14.864,7432.6,23.227,5790.314,18.095,50.964,0.159,321,44,59,103,159
True,315,14.712,7415.476,23.541,5026.709,15.958,59.591,0.189,316,46,54,108,154
True,307,14.183,7295.38,23.763,4922.116,16.033,49.576,0.161,308,36,60,103,145
True,314,14.661,7234.82,23.041,5787.936,18.433,46.105,0.147,315,41,55,104,156
True,295,13.626,7331.066,24.851,4451.415,15.09,47.066,0.16,296,45,87,84,125
True,317,14.855,7476.004,23.584,5741.373,18.112,48.416,0.153,318,47,40,119,159
True,308,14.122,7417.663,24.083,4378.614,14.216,60.83,0.198,309,47,46,110,153
True,305,14.254,7215.844,23.659,4033.298,13.224,54.309,0.178,306,43,53,104,149
True,313,14.505,7379.938,23.578,5076.292,16.218,52.519,0.168,314,46,44,112,158
True,315,14.677,7222.791,22.929,4234.463,13.443,50.912,0.162,316,45,52,112,152
True,311,14.41,7378.967,23.727,4663.124,14.994,49.289,0.158,312,52,36,118,158
True,296,13.754,7201.124,24.328,4355.556,14.715,53.095,0.179,297,52,53,98,146
True,312,14.499,7303.507,23.409,4223.845,13.538,57.832,0.185,313,51,45,110,158
False,208,9.732,4751.823,22.845,3072.267,14.771,37.84,0.182,209,33,24,79,106
True,314,14.566,7466.256,23.778,4988.333,15.886,53.949,0.172,315,43,41,111,163
True,313,14.626,7454.673,23.817,6125.733,19.571,45.904,0.147,314,45,59,102,153
False,309,14.395,7210.569,23.335,4766.962,15.427,54.387,0.176,310,56,56,105,149
True,313,14.586,7267.199,23.218,6014.21,19.215,48.279,0.154,314,38,70,96,148
True,302,14.001,7348.694,24.333,5110.198,16.921,47.222,0.156,303,43,57,100,146
False,321,14.973,7413.029,23.094,5425.084,16.901,59.622,0.186,322,45,54,110,158
True,317,14.731,7488.981,23.625,5492.495,17.326,55.356,0.175,318,47,44,114,160
True,308,14.331,7316.998,23.756,4727.926,15.35,60.621,0.197,309,49,58,105,146
True,319,14.727,7494.869,23.495,6416.438,20.114,40.93,0.128,320,38,51,108,161
True,308,14.365,7279.412,23.634,5275.123,17.127,48.596,0.158,309,48,73,103,133
True,307,14.177,7292.147,23.753,4263.01,13.886,60.372,0.197,308,52,56,101,151
True,297,13.846,7156.52,24.096,4510.394,15.187,52.117,0.175,298,36,67,98,133
True,298,13.755,7284.004,24.443,4235.003,14.211,51.795,0.174,299,39,95,82,122
True,301,14.091,7133.337,23.699,4308.847,14.315,50.599,0.168,302,52,60,98,144
True,307,14.213,7350.143,23.942,5752.011,18.736,49.308,0.161,308,42,68,97,143
True,286,13.397,7082.815,24.765,4867.098,17.018,47.949,0.168,287,38,102,70,115
False,314,14.614,7290.026,23.217,5469.522,17.419,45.024,0.143,315,44,49,106,160
True,307,14.262,7297.64,23.771,4431.108,14.434,53.444,0.174,308,49,59,104,145
True,309,14.353,7392.334,23.923,4940.395,15.988,50.093,0.162,310,61,36,121,153
True,320,14.825,7488.197,23.401,5806.303,18.145,51.791,0.162,321,44,40,116,165
True,322,14.896,7486.22,23.249,5873.749,18.241,52.992,0.165,323,51,58,110,155
True,306,14.302,7420.359,24.25,5444.795,17.793,50.44,0.165,307,45,53,102,152
True,295,13.564,7330.319,24.849,4765.622,16.155,52.316,0.177,296,47,102,73,121
True,311,14.507,7403.414,23.805,5057.16,16.261,56.361,0.181,312,54,57,105,150
True,311,14.504,7439.805,23.922,5766.344,18.541,50.208,0.161,312,45,53,106,153
True,308,14.378,7322.059,23.773,4599.546,14.934,53.431,0.173,309,48,61,102,146
True,315,14.677,7508.832,23.838,5728.645,18.186,53.56,0.17,316,48,54,108,154
True,353,16.483,7698.947,21.81,10539.678,29.857,38.326,0.109,354,48,70,96,188
False,312,14.428,7310.844,23.432,5348.898,17.144,48.179,0.154,313,45,58,102,153
True,298,13.876,7129.737,23.925,3908.61,13.116,55.478,0.186,299,51,59,107,133
True,307,14.274,7398.545,24.099,5677.517,18.494,44.78,0.146,308,43,58,99,151
True,307,14.278,7284.943,23.729,5137.336,16.734,50.463,0.164,308,47,67,94,147
False,221,10.196,5043.801,22.823,3329.442,15.065,39.5,0.179,222,29,26,83,113
True,307,14.348,7230.693,23.553,4482.615,14.601,55.526,0.181,308,52,55,107,146
True,306,14.21,7306.757,23.878,4558.684,14.898,61.725,0.202,307,49,52,105,150
True,313,14.553,7391.651,23.615,4926.252,15.739,53.159,0.17,314,49,61,103,150
True,310,14.448,7318.998,23.61,5789.767,18.677,42.425,0.137,311,42,65,100,146
True,314,14.722,7418.12,23.625,5266.979,16.774,63.056,0.201,315,45,45,108,162
True,307,14.288,7312.831,23.82,4920.64,16.028,50.434,0.164,308,43,48,106,154
True,316,14.693,7416.836,23.471,5081.985,16.082,48.312,0.153,317,58,54,106,157
True,323,14.93,7620.669,23.593,5656.622,17.513,54.483,0.169,324,47,45,118,161
True,309,14.369,7244.134,23.444,4271.822,13.825,56.607,0.183,310,47,54,104,152
True,296,13.735,7251.624,24.499,4016.191,13.568,55.203,0.186,297,42,51,106,140
True,306,14.193,7327.716,23.947,4961.05,16.213,50.907,0.166,307,41,59,103,145
True,317,14.689,7330.101,23.123,5875.647,18.535,44.784,0.141,318,57,61,105,152
True,315,14.675,7447.825,23.644,5543.583,17.599,52.868,0.168,316,53,55,107,154
False,321,14.841,7423.009,23.125,5214.087,16.243,55.564,0.173,322,52,56,109,157
True,306,14.258,7280.372,23.792,4807.077,15.709,51.963,0.17,307,43,56,106,145
True,318,14.735,7488.384,23.548,5019.846,15.786,53.696,0.169,319,45,54,110,155
True,306,14.297,7250.09,23.693,5250.096,17.157,45.967,0.15,307,50,54,105,148
True,321,14.907,7419.11,23.112,5015.254,15.624,55.016,0.171,322,39,46,111,165
False,236,10.994,5342.886,22.639,3046.785,12.91,47.68,0.202,237,31,33,85,119
True,313,14.518,7317.275,23.378,5220.352,16.678,50.363,0.161,314,52,53,105,156
True,307,14.288,7355.208,23.958,5052.715,16.458,56.186,0.183,308,42,56,106,146
True,296,13.75,7168.816,24.219,4293.828,14.506,46.373,0.157,297,43,42,106,149
True,320,14.962,7385.591,23.08,5254.434,16.42,57.912,0.181,321,53,52,109,160
True,342,15.864,7833.214,22.904,7310.876,21.377,52.232,0.153,343,54,45,121,177
True,310,14.519,7290.932,23.519,4894.641,15.789,54.856,0.177,311,44,50,102,159
False,320,14.927,7445.978,23.269,5232.333,16.351,59.017,0.184,321,43,52,109,160
True,320,14.874,7416.672,23.177,5212.005,16.288,56.347,0.176,321,41,59,102,160
False,322,14.863,7542.396,23.424,5183.38,16.097,58.106,0.18,323,48,48,112,163
True,302,14.02,7363.919,24.384,4507.419,14.925,52.229,0.173,303,40,53,102,148
True,288,13.407,7063.804,24.527,3748.052,13.014,55.865,0.194,289,40,87,83,119
True,304,14.345,7148.026,23.513,3985.873,13.111,59.036,0.194,305,47,63,105,137
True,297,13.751,7285.503,24.53,4170.951,14.044,50.317,0.169,298,36,53,102,143
True,314,14.589,7359.361,23.437,4643.921,14.79,54.185,0.173,315,52,48,107,160
True,298,13.8,7291.422,24.468,4099.644,13.757,63.591,0.213,299,49,81,89,129
True,302,14.025,7336.789,24.294,5373.428,17.793,48.539,0.161,303,52,60,99,144
True,308,14.191,7206.126,23.397,4677.206,15.186,52.748,0.171,309,43,70,99,140
True,308,14.332,7284.824,23.652,4906.432,15.93,48.989,0.159,309,47,54,108,147
True,310,14.338,7267.469,23.443,3991.626,12.876,57.213,0.185,311,37,59,101,151
True,298,13.913,7269.341,24.394,4709.77,15.805,53.572,0.18,299,45,64,93,142
True,312,14.409,7362.954,23.599,5484.593,17.579,47.082,0.151,313,49,66,97,150
True,301,14.047,7163.422,23.799,3883.048,12.9,63.8,0.212,302,59,57,102,143
True,289,13.356,6971.073,24.121,4082.179,14.125,51.454,0.178,290,40,70,90,130
True,311,14.637,7373.308,23.708,5118.296,16.458,52.517,0.169,312,48,42,111,159
True,298,13.732,7165.344,24.045,3802.219,12.759,67.539,0.227,299,50,63,101,135
True,316,14.751,7360.723,23.293,4528.652,14.331,53.999,0.171,317,46,57,103,157
True,307,14.222,7309.793,23.81,3883.717,12.651,61.286,0.2,308,41,53,106,149
True,307,14.349,7257.217,23.639,4663.875,15.192,49.542,0.161,308,36,54,100,154
True,305,14.094,7378.926,24.193,5110.488,16.756,50.404,0.165,306,41,83,85,138
True,314,14.697,7394.312,23.549,5352.268,17.045,48.568,0.155,315,49,39,118,158
True,311,14.419,7330.653,23.571,4256.528,13.687,55.269,0.178,312,40,57,106,149
False,319,14.796,7524.249,23.587,5164.826,16.191,57.331,0.18,320,47,53,105,162
True,309,14.441,7288.132,23.586,4574.808,14.805,60.912,0.197,310,53,46,111,153
True,313,14.708,7378.569,23.574,5157.093,16.476,58.651,0.187,314,45,47,111,156
True,317,14.681,7529.783,23.753,5422.039,17.104,53.315,0.168,318,49,49,114,155
True,306,14.236,7354.853,24.035,5006.232,16.36,47.447,0.155,307,50,45,111,151
True,321,14.924,7496.861,23.355,5522.408,17.204,52.875,0.165,322,51,55,105,162
False,315,14.631,7211.567,22.894,5092.403,16.166,52.73,0.167,316,48,58,105,153
True,312,14.459,7453.096,23.888,5311.144,17.023,49.372,0.158,313,39,59,103,151
True,290,13.556,7116.04,24.538,4350.111,15.0,47.802,0.165,291,51,60,99,132
True,307,14.19,7413.701,24.149,5384.911,17.54,50.567,0.165,308,44,46,111,151
True,312,14.487,7250.405,23.238,5413.892,17.352,48.595,0.156,313,41,76,93,144
False,227,10.597,4981.746,21.946,5423.963,23.894,34.73,0.153,228,34,15,91,122
True,299,13.978,7209.514,24.112,5101.062,17.06,45.324,0.152,300,48,61,99,140
True,296,13.777,7097.168,23.977,4312.645,14.57,48.971,0.165,297,45,62,98,137
True,285,13.356,6959.975,24.421,4134.897,14.508,45.109,0.158,286,45,72,81,133
True,313,14.498,7280.776,23.261,4462.873,14.258,55.282,0.177,314,42,47,110,157
True,308,14.339,7290.251,23.67,5245.604,17.031,50.137,0.163,309,40,53,106,150
True,319,14.782,7501.655,23.516,5534.629,17.35,52.279,0.164,320,43,45,118,157
True,317,14.807,7464.858,23.548,5604.401,17.679,55.56,0.175,318,52,50,110,158
True,301,13.99,7314.899,24.302,5164.419,17.158,52.21,0.173,302,50,64,96,142
True,310,14.442,7334.896,23.661,5231.473,16.876,44.086,0.142,311,38,51,107,153
True,299,13.974,7254.179,24.261,5181.078,17.328,45.766,0.153,300,40,68,97,135
True,315,14.735,7381.839,23.434,5362.924,17.025,57.222,0.182,316,51,60,103,153
True,320,14.838,7450.591,23.283,4788.714,14.965,57.144,0.179,321,48,45,118,158
True,311,14.531,7276.75,23.398,4585.689,14.745,59.258,0.191,312,49,56,108,148
True,314,14.49,7307.062,23.271,4475.108,14.252,49.17,0.157,315,48,45,116,154
True,309,14.414,7241.705,23.436,5390.397,17.445,46.433,0.15,310,53,56,102,152
True,303,14.116,7388.104,24.383,4617.967,15.241,51.419,0.17,304,37,60,98,146
True,318,14.724,7460.897,23.462,5072.21,15.95,54.844,0.172,319,46,58,112,149
False,226,10.471,5204.307,23.028,2949.158,13.049,47.528,0.21,227,33,38,80,109
True,306,14.297,7213.502,23.574,4414.785,14.427,48.555,0.159,307,46,65,101,141
True,298,13.84,7186.131,24.115,4264.18,14.309,52.965,0.178,299,57,59,103,137
True,330,15.409,7556.55,22.899,6218.888,18.845,63.24,0.192,331,49,59,112,160
True,305,14.265,7307.492,23.959,4342.583,14.238,62.086,0.204,306,41,74,94,138
True,307,14.333,7351.972,23.948,5277.633,17.191,56.208,0.183,308,48,59,97,152
True,303,14.023,7243.325,23.905,5513.589,18.197,44.999,0.149,304,41,61,100,143
True,312,14.52,7422.991,23.792,5268.74,16.887,51.344,0.165,313,48,50,112,151
True,323,14.977,7608.058,23.554,5855.9,18.13,50.545,0.156,324,49,50,112,162
True,320,14.955,7498.72,23.434,5062.555,15.82,56.44,0.176,321,43,56,110,155
True,298,13.851,7202.731,24.17,5270.369,17.686,44.892,0.151,299,42,60,97,142
True,311,14.502,7353.642,23.645,5585.972,17.961,53.067,0.171,312,50,55,106,151
True,310,14.426,7273.28,23.462,4393.634,14.173,56.501,0.182,311,43,46,117,148
True,313,14.515,7501.503,23.966,5680.796,18.15,47.281,0.151,314,51,46,113,155
True,311,14.465,7347.558,23.626,5480.144,17.621,51.824,0.167,312,52,58,101,153
True,316,14.727,7401.215,23.422,5013.002,15.864,53.548,0.169,317,47,61,106,150
